date, NIFTY, Sp, DJIA, NASDAQ, NIKKI, KOSPI, Hangseng, FTSE, GDAX, STOCKHOLM
5/19/2021 15:30:00,15030.15,4115.68,33896.04,13299.74,28098.25,3162.28,28450.29,6950.2,15113.56,2201.51
5/20/2021 15:30:00,14906.05,4159.12,34084.15,13535.74,28317.83,3156.42,28458.44,7019.79,15370.26,2240.28
5/21/2021 15:30:00,15175.3,4155.86,34207.84,13470.99,28364.61,3144.3,28412.26,7018.05,15437.51,2240.84
5/25/2021 15:30:00,15208.45,4188.13,34312.46,13657.17,28642.19,3168.43,29166.01,7029.79,15465.09,2243.17
5/26/2021 15:30:00,15301.45,4195.99,34323.05,13738,28549.01,3165.51,29113.2,7026.93,15450.72,2227.07
5/27/2021 15:30:00,15337.85,4200.88,34464.64,13736.28,29149.41,3188.73,29124.41,7019.67,15406.73,2244.46
5/28/2021 15:30:00,15435.65,4204.11,34529.45,13748.74,28860.08,3203.92,29151.8,7022.61,15519.98,2255.45
5/31/2021 15:30:00,15582.8,4202.04,34575.31,13736.48,28814.34,3221.87,29468,7080.46,15421.13,2264.53
6/1/2021 15:30:00,15574.85,4202.04,34575.31,13736.48,28946.14,3224.23,29297.62,7080.46,15567.36,2264.53
6/2/2021 15:30:00,15576.2,4208.12,34600.38,13756.33,29058.11,3247.43,28966.03,7108,15602.71,2268.8
6/3/2021 15:30:00,15690.35,4192.85,34577.04,13614.51,28941.52,3240.08,28918.1,7064.35,15632.67,2273.35
6/4/2021 15:30:00,15670.25,4229.89,34756.39,13814.49,29019.24,3252.12,28787.28,7069.04,15692.9,2271.43
